,index,Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
554,5759,5923,3,1,2,0,1,"why wld u wanna be a faggot, dude? That's faggot like"
555,5777,5941,3,1,2,0,1,bitch y u ain't come to school
556,5778,5942,3,1,2,0,1,sup my nigga.. cracker.. home boy.. what ya know that .. blah... forget it.. hey to ya.
557,5784,5948,3,1,0,2,2,thank you based pee slit
558,5801,5966,3,1,2,0,1,hoe
559,5807,5972,3,1,2,0,1,forgot someone niglet
560,5819,5985,3,1,2,0,1,yes so you could leave fag
561,5820,5986,3,1,2,0,1,"hahahaha, aw nut... We should try and capture that cunt"
562,5826,5992,3,1,2,0,1,more like emily is a little twat
563,5827,5993,6,1,5,0,1,she can just fuckin call the venue about it and they'll cancel the lost tickets and reprint new ones what a dumb bitch
564,5839,6005,3,1,2,0,1,shit so Joel went off and swore at the kid and the kid was a fucking snitch nigga pussy and ratted on him &amp; got him -
565,5841,6007,3,1,2,0,1,that's a dragon you retard
566,5858,6024,3,1,2,0,1,Ok. I guess you ain't colored so so don't know da channels?
567,5863,6030,3,1,2,0,1,"couldn't make it nigga was at the E.R. My bad then my charger for my phone ripped so I can text, I'm on my iPod all ghetto"
568,5867,6034,3,1,2,0,1,fuck you bitch
569,5875,6043,3,1,2,0,1,bitch ain't fall down or nothing. bet she can take more licks than you. No?
570,5880,6048,3,1,2,0,1,pussy
571,5889,6057,3,1,2,0,1,you are a bitch.
572,5900,6068,3,1,2,0,1,This bitch sees that as not an attack because Muslims are only 1% (no idea where he maths)
573,5916,6085,3,1,0,2,2,Toma ESO negros
574,5917,6086,3,1,0,2,2,pinche panamonos negros me Dan asco
575,5918,6087,3,1,2,0,1,what's the difference between the three of the nig Nog's?
576,5922,6091,3,1,0,2,2,sounds like gypos to me - they used to do this all the time where I lived
577,5926,6095,3,1,0,2,2,WASP EGGS
578,5927,6096,3,1,2,0,1,you sound like a real cunt
579,5933,6103,3,1,2,0,1,she looks like a real dyke now
580,5940,6110,3,1,0,2,2,We hate them more than the Cowboys and Yankees.
581,5948,6119,3,1,2,0,1,too many little whiney bitches in AMERICA. Someone to CRY about ANYTHING! IE: Kids MUST WEAR Bicycle Helmets!
582,5951,6122,3,1,2,0,1,I'll come rape your wife bitch boy
583,5982,6153,3,1,2,0,1,"shut up faggot, no one cares"
584,5985,6156,3,1,2,0,1,I call those my ghetto nunchucks...the reason I went 2 jail as well :(
585,5994,6165,3,1,2,0,1,text me fag
586,6011,6182,6,1,2,3,2,I literally just told to his face how trash he is at the shop in hooping
587,6016,6187,3,1,2,0,1,but Never to moose lol log off faggot your finished
588,6021,6192,3,1,2,0,1,"translation: ""i like how i dont really have to think about it"" or ""i dont think queers deserve a happy ending"""
589,6028,6200,3,1,2,0,1,why do you guys cry and whine whenever someone says faggot? it's ridiculous.
590,6037,6211,3,1,0,2,2,the worst terrorists are republican teabaggers...
591,6052,6226,3,1,0,2,2,lax gun laws? Ur retarded. There's murder there bcuz no one can defend themselves. Only crooks have guns there
592,6067,6242,4,1,3,0,1,k bitch niggas
593,6087,6263,3,1,2,0,1,"and how is that what I'm suppose to go for the team who beat us, that's retarded"
594,6088,6264,3,1,2,0,1,really u use in another nigga name and u follow a nigga who doesn't fucking like you your a faggot kok eyed mother fucker
595,6103,6280,3,1,2,0,1,my bitch doesn't even know you so wtf r u talking about nigga stop fucking dreaming
596,6107,6284,3,1,2,0,1,is it full of niggers
597,6115,6292,3,1,2,0,1,yeah man all my niggas dipped to the cars and left and I was in a barn getting chased by the ghetto bird
598,6117,6294,3,1,2,0,1,I just don't wanna get looked at funny when I say nigger in public...
599,6122,6299,3,1,2,0,1,so you was in a female DMs talking to another nigga... You're a faggot b
600,6123,6300,3,1,2,0,1,tell me how that sounds stupid? You were pretending to be a female and talking to a guy. You a faggot
601,6125,6302,3,1,2,0,1,your bitch in Houston
602,6138,6315,3,1,2,0,1,shuddup hoe
603,6141,6318,3,1,2,0,1,shoulda came to my family's dinner tonight....we talked about shitting and negros.
604,6142,6319,3,1,0,2,2,I ain't never orderin from no colored pizza stow
605,6146,6323,3,1,2,0,1,bitch
606,6152,6329,3,1,2,0,1,yea ima spin on yo hoe at about 15 after 12
607,6161,6338,3,1,2,0,1,faggot
608,6165,6342,3,1,0,2,2,you're not funny trash
609,6189,6366,3,1,2,0,1,ur a cunt nd a wish a was a faggot
610,6191,6368,3,1,2,0,1,retard alert
611,6193,6370,3,1,2,0,1,that spear chucker? Hell no.
612,6196,6373,3,1,2,0,1,at least put a caption when stealing the pic fag lol
613,6200,6377,3,1,2,0,1,he is a pussy an wouldn't show up bro
614,6219,6397,3,1,2,0,1,bitch you subtweeted him
615,6227,6405,3,1,2,0,1,"yeah, SOME NIGGAS are straight bitches."
616,6230,6408,3,1,2,0,1,is a fag
617,6237,6416,3,1,2,0,1,yeah if you get in trouble its less than a .5 percent chance that its a mistake. so you're a fucking retard.
618,6243,6422,3,1,2,0,1,nice profile pic fag
619,6261,6441,3,1,2,0,1,Jessica I'm not afraid to slit your throat tomorrow
620,6283,6464,3,1,2,0,1,shut yo cracker jack buck teeth ass Am a native and a nigga the best kind
621,6286,6467,3,1,2,0,1,Xbox live fags
622,6306,6487,3,1,2,0,1,honestly fuck whoever agreed with this bitch ass nigga your never going to get to tupac level
623,6310,6491,3,1,2,0,1,I swear you straight up bitch
624,6312,6493,3,1,2,0,1,bitch where u be fuck nigga
625,6319,6500,3,1,2,0,1,Your a stupid little cunt... I thought you couldn't get any lower.. But how dare you spit on people on your own fucking fans..
626,6320,6501,3,1,2,0,1,have fun getting deported you fucking faggot
627,6322,6503,6,1,5,0,1,oh I forgot you retarded lol lemme break it down for you where the BG hoes at lmao
628,6324,6505,3,1,2,0,1,quit being a bitch
629,6341,6523,3,1,2,0,1,my niggah my niggah lol
630,6342,6524,3,1,2,0,1,niggah you dont know me! Lol you dont know my life aha
631,6355,6537,3,1,2,0,1,"of the washington post to call the President ignorant I ask you racist ,angry ,bitter, bitch look in the mirror!!!!!!!!!!!"
632,6362,6544,3,1,2,0,1,"trust me, after i tweeted that i was like... Damn im a fag"
633,6364,6546,3,1,2,0,1,no but if you dare I'll slay your ass. You fruity quaffing tranny.
634,6369,6552,3,1,2,0,1,yep I'm an asshole..oh well he shouldn't be such a little bitch..I'm sure he hears worse on a daily basis
635,6392,6575,3,1,2,0,1,moderator wants to bitch slap Romney so hard
636,6399,6582,3,1,2,0,1,nigga stop being a bitch and come to the high school You already said yes
637,6402,6585,3,1,2,0,1,"No am just letting you what's going to happen, am not like u pussy ass niggas from Plano"
638,6404,6587,3,1,2,0,1,bitch how tf am dumb your going off what someone else told you so u can shut that shit up
639,6406,6589,3,1,2,0,1,but yo scary ass don't want to see me tho stfu talking am u know where I be at pussy boy
640,6407,6590,3,1,2,0,1,u fucking trailer trash
641,6413,6596,3,1,2,0,1,u call me dumb but u speak on shit u don't know nothing about yea look who's fucking talking retard
642,6418,6601,3,1,2,0,1,I heard your mama raised you like bitch
643,6420,6603,3,1,2,0,1,Lmfao and I'm making more money then yo duck ass bitch I from Dallas tx born and raised and we back our shit up all day nigga
644,6426,6609,3,1,2,0,1,and stop being a bitch made nigga and man up and show up for that ass whooping
645,6428,6611,3,1,2,0,1,and why would I care what a bitch ass nigga think and u don't understand how fucking scary u look
646,6455,6638,3,1,2,0,1,i swear u a fuck nigga u a scary little bitch u think this a game huh?
647,6458,6641,3,1,2,0,1,"keep talking I'm going to make when u can't talk, u going to be talking like a retard"
648,6465,6648,3,1,2,0,1,nigga i really dont give a flying fuck but if u wanna talk shit then back your words up and scratch stop being a little bitch
649,6467,6650,3,1,2,0,1,nigga what I was talking bout after school. Or when ever your choice bitch
650,6471,6654,3,1,2,0,1,pussy nigga it's the same term
651,6475,6658,3,1,2,0,1,u can have a tool bet u want shoot it tho pussy ass nigga but u can't through dem hands tho
652,6480,6663,3,1,2,0,1,u will see it on Saturday and if u don't show up then your a bitch made nigga pussy ass nigga
653,6483,6666,3,1,2,0,1,wtf u think u ole pussy ass nigga
654,6484,6667,3,1,2,0,1,"yes bitch, your a fucking square"
655,6498,6681,3,1,2,0,1,don't watch me watch tv hoe
656,6499,6682,3,1,2,0,1,nigga Madison playing some bitch ass white boys that's going to Harvard on law scholarship play crazy
657,6501,6684,6,1,5,0,1,you owe me anyway hoe I need that with interest or shooting your shit up
658,6502,6685,3,1,2,0,1,you seen it hoe put that cash up bitch imma take your money and spit on your fat ass
659,6507,6690,3,1,2,0,1,Lol me and just sit there and make fun of him. I can't stand that fag
660,6510,6693,3,1,2,0,1,fuck you bitch.
661,6518,6701,3,1,2,0,1,I highly doubt you're a real woman. You're prolly a fat ass man. Who fuckin cares?!? Let me do me ho
662,6522,6705,3,1,2,0,1,lol tell Liv none of her usual redneck hillbilly places an none of ur black gangsta places either
663,6533,6716,3,1,0,2,2,"Kris, griff is too ghetto to know anything about sperrys or vans"
664,6534,6717,3,1,2,0,1,talkin' bout bitches gettin' butthurt am i right?!
665,6539,6722,3,1,2,0,1,atleast i dont have dick breath you twat licker
666,6548,6733,6,1,5,0,1,text me fag
667,6549,6734,3,1,2,0,1,fag
668,6551,6736,3,1,2,0,1,"No the fuck u can't dumb bitch, matter of fact go get nigga hoe cuz u not going be shit."
669,6561,6746,3,1,2,0,1,"haha, I've swatted that little bitch around all night, starting to feel a bit sorry for him, seriously."
670,6566,6751,3,1,2,0,1,"Nah, they would probably call you out for being the obsessed faggot you are also. Nice try though."
671,6573,6758,3,1,2,0,1,nigger
672,6582,6767,3,1,2,0,1,just Robert bc he was the one cussing like no tomorrow bc he's a pussy
673,6584,6769,3,1,2,0,1,linda you just yourself rn you retard^^
674,6593,6778,3,1,2,0,1,I don't see how ud get pussy when u yourself are a pussy.
675,6601,6787,3,1,2,0,1,omg...what a retard...should have asked her which weighs more? Thousand pounds of feathers or a thousand pounds of steel?
676,6610,6796,3,1,2,0,1,faggot
677,6611,6797,3,1,2,0,1,garbage rappers can't learn. it's like teaching Advanced Algebra to a retard.
678,6613,6799,3,1,2,0,1,thanks...bitch.
679,6631,6817,3,1,2,0,1,niggas be pressed 4 pussy it ain't nuthin instead of worrying who dat bitch fucking why don't u get chu sum money
680,6632,6818,3,1,2,0,1,you're right momma ain't raise no faggot
681,6634,6820,3,1,2,0,1,"at that point, just call me nigger."
682,6643,6829,3,1,2,0,1,"fuck you bitch, where's my sleeve"
683,6654,6840,3,1,2,0,1,Mmm no thanks I've been saving mine up for this point in time....fucking queer....
684,6673,6859,3,1,2,0,1,drive you nigger
685,6676,6862,3,1,2,0,1,you guys are pussies
686,6690,6878,3,1,2,0,1,bitch u lying about Justin's account ugly indian
687,6698,6886,3,1,0,2,2,tranny
688,6699,6887,3,1,2,0,1,nigga chill throw me in the jungle watch me come out with a gorilla monkey cheetah coat
689,6700,6888,3,1,2,0,1,I am that queer gnarles Charles and no it wasn't me
690,6714,6902,3,1,2,0,1,LOL such a nig
691,6717,6905,3,1,2,0,1,"hell yea,I'm surrounded by hillbillys an real ass rednecks"
692,6726,6914,6,1,5,0,1,naw negro
693,6728,6916,3,1,2,0,1,faggot alert
694,6740,6928,3,1,2,0,1,no one cares bitch
695,6754,6942,3,1,2,0,1,"don't tell what the fuck to ""stop"" with. 2nd, if you think it's protocol to put 6 shots in someone who's unarmed, you're a retard"
696,6757,6945,3,1,2,0,1,I'll continue dis later. I'll be back bitch.
697,6764,6952,3,1,2,0,1,come watch Godzilla then faggot
698,6776,6964,3,1,2,0,1,"lmaoo one nigga had that 2nd pic as ""Looove that pussy from Popeyes!"" lmaoo that shit killed me"
699,6785,6974,3,1,2,0,1,"Im not a bully, you half-retarded talking flotation device! I assure you, Im no bully."
700,6789,6978,3,1,2,0,1,check yer phone nigger
701,6802,6992,3,1,2,0,1,fugly white bitch
702,6803,6993,3,1,0,2,2,lived there and can attest to that. Trust them over any muzzie nation by a million light years
703,6810,7001,3,1,2,0,1,He called a nigger
704,6812,7003,3,1,2,0,1,Oh totes girl. I'm also blasting Mayday and wearing an oversized hoodie. Get at me queer
705,6813,7004,3,1,2,0,1,I'm trying to catch diabetes so I'm fuckin a white bitch
706,6824,7015,3,1,2,0,1,what's next? fingers in dykes?
707,6828,7019,3,1,0,2,2,How day feel bout colored folk?
708,6841,7035,3,1,2,0,1,And you a funny ofay! My mammy woulda been happy I made friends wit da folk dat brought us to da new world in chains
709,6842,7036,3,1,2,0,1,But then you have no idea what people's actually personalities are like maybe Pamaj has always been a cunt hahaha
710,6849,7043,3,1,2,0,1,pussy
711,6861,7055,3,1,2,0,1,u good man long time my niggah
712,6863,7058,3,1,2,0,1,fuck you bitch
713,6868,7063,3,1,2,0,1,if you hate men so much why you trying to look like one? Stupid little cunt
714,6869,7064,3,1,2,0,1,"yeah it was such a lie, thats why you deleted it nigger."
715,6870,7065,3,1,2,0,1,I would reply with the red emoji but I'm not a nigger
716,6875,7070,3,1,2,0,1,drink pussy juice nigga
717,6879,7074,3,1,2,0,1,"holy fuck, frozen pussy! you are crazy!"
718,6883,7078,3,1,2,0,1,talkin bout the retard your sittin on
719,6899,7094,3,1,2,0,1,call him a pussy as he should!
720,6906,7101,3,1,2,0,1,and dis wus after i offered to help faggot ass nigga get custody of his kids.... Im lowkey heated..
721,6912,7107,3,1,0,2,2,go the gulls. First grade should be a cracker. Physical!
722,6922,7117,3,1,2,0,1,bitch please
723,6926,7121,3,1,2,0,1,That bastard Obama is giving them to the f-ing wetbacks.
724,6928,7123,3,1,2,0,1,you see me texting you bitch
725,6933,7128,6,1,5,0,1,"I was hoping you went with the Mr. Chow part on hangover 2. ""But did you die?"" Dumb bitch ass sloot!!"
726,6935,7130,3,1,2,0,1,"I'm just kidding, I'm not a fucking faggot"
727,6943,7138,3,1,0,2,2,so 'how bout now' was just trash huh.
728,6951,7146,3,1,2,0,1,"I'm a vet Ryan. TK rocks! You're just a useless geek. Oh, and you have a face like a bitch."
729,6971,7167,3,1,2,0,1,hahahah he's a stupid ass bitch
730,6983,7179,3,1,2,0,1,y'all some pussy ass niggas
731,6990,7186,3,1,2,0,1,how could I be a fag? But I like bitches please tell me
732,6995,7191,3,1,2,0,1,bitch you look like a deformed version of rocky
733,7012,7208,3,1,0,2,2,great reply except it was trash
734,7013,7209,3,1,2,0,1,"98 civic lx ""stick"" green with shitty paint on some beaner ass wheels with 180k miles no AC and no insurance how's that?"
735,7014,7210,3,1,2,0,1,well I don't use it anymore and I'd like a dslr I'm just a broke bitch so yeah
736,7018,7214,3,1,2,0,1,fat hoes need a treadmill??? Lol hmu! Therealwesjames@gmail.com
737,7027,7224,3,1,2,0,1,try me bitch boy
738,7030,7227,3,1,2,0,1,shut ur faggot ass up you thirsty pussy
739,7032,7229,3,1,0,2,2,You speak colored too? I thinks I be in love
740,7041,7238,3,1,2,0,1,shut up faggot
741,7059,7256,3,1,2,0,1,Lmao nigga yo avi so trash my phone won't even load that shit
742,7061,7259,3,1,2,0,1,Patrick you ain't nottin but a hood Nigga top bitch nigga
743,7066,7264,6,1,5,0,1,wake up you little bitch and follow me
744,7067,7265,3,1,2,0,1,that would be a joint then retard
745,7073,7271,3,1,2,0,1,Greta... You let a fag do this to me I thought we were cool
746,7081,7279,3,1,2,0,1,you're failing at that and you don't know where I live faggot
747,7089,7287,3,1,2,0,1,That cracker as big as he looks on TV?
748,7091,7289,3,1,2,0,1,lmao not even bro if a girl a thottie keep it simple call her a hoe
749,7093,7291,3,1,2,0,1,hoe ass nigga lmao
750,7113,7312,3,1,2,0,1,ya dude get the pussies drunk!
751,7131,7330,3,1,2,0,1,it's yo fault taking a nig out everyday
752,7133,7332,3,1,2,0,1,just like a Velcro headed moon cricket to say fucking jungle bunny
753,7156,7358,3,1,2,0,1,"zactly. After Joique pounds that bitch, bring in reggie for the GAPING holes that will inevitably appear."
754,7177,7379,3,1,2,0,1,I'm not gone see your baby monkey lil ass anyway funky ass
755,7180,7383,4,1,3,0,1,you just started a whole other situation you dumb asa cunt
756,7190,7393,3,1,2,0,1,hell yea went from I love you to fuck you and that basic bitch
757,7198,7403,3,1,2,0,1,dude your fucking gay you made a twitter just to mock me fucking lowlife
758,7199,7404,3,1,2,0,1,it's fucking real retard holy fuck can you not read my tweets fucktard?
759,7214,7421,3,1,2,0,1,lol you can only get in at Eden when you're 18. All the bitches there are fat...
760,7243,7450,3,1,2,0,1,nigger
761,7250,7457,3,1,0,2,2,honestly the performers on there red carpet were trash hahahaahahahaha
762,7262,7469,3,1,2,0,1,that's all the action you'll probably get bitch
763,7267,7474,3,1,2,0,1,"bruh we was my fam, nd yeah pussy niggas get no respect."
764,7281,7489,3,1,2,0,1,stfu you dont get any pussy fuck boy
765,7282,7490,3,1,2,0,1,"bitch stfu u livin off our tax money too, we pay shit just like u so don't get that white power shit to head"
766,7283,7491,3,1,2,0,1,mmm where the fuck is that at honkey? U need to wake up and realize its 2013 and get off of the skin
767,7288,7496,3,1,2,0,1,bitch nigga come over here I'm on knodell vandyke n french rd fuck boy den talk dat shit
768,7290,7498,3,1,2,0,1,who tf is chrisis jones. A nigga botta get his ass beat clearly bitch nigga u see real niggas conversatin
769,7291,7499,3,1,2,0,1,you just a dark ie my nig.. It's ok..
770,7299,7507,3,1,2,0,1,Shantrell bitch we ainn talkn to you C yo ugly way out
771,7300,7508,3,1,2,0,1,Exactly dem gold diggin hoes came out da woods on my ass
772,7310,7518,3,1,2,0,1,gabby called her yesterday and we call her a bitch and then cried.
773,7312,7520,3,1,2,0,1,already kno nicca
774,7315,7523,3,1,2,0,1,lol mane shut dat bitch shit up youn fucc wit me
775,7334,7544,3,1,2,0,1,it makes you a nigger fucking a goat.
776,7365,7575,3,1,2,0,1,"but but but you said vibe. Which means I have to say bitch, don't kill my vibe."
777,7374,7584,3,1,2,0,1,nah Bama fans ain't finna have a nigger running the offense.
778,7375,7585,6,1,0,5,2,ghetto gold needa be the first music vid!
779,7379,7589,3,1,2,0,1,are you for real right now!! this kid haha where you at pussy
780,7384,7594,3,1,2,0,1,"it doesnt matter if it was a joke, the fact still remains that hes a faggot for pretending to be a girl"
781,7397,7608,3,1,2,0,1,you're frumpy bitch
782,7405,7616,3,1,2,0,1,A Nigguh spitting dat crack to your bitch
783,7445,7656,3,1,2,0,1,A lot of cool bitches that a nigga went to school with was major hoes ... And they man don't know
784,7447,7658,3,1,2,0,1,A lot of you niggas turned these bitches into sketch ass bitches
785,7456,7667,3,1,2,0,1,A nicca is hungry ... AS FUCK!!
786,7462,7674,3,1,2,0,1,"A nigga could tell you he aint fucking with her but really do be , that's why you gotta ask . Most of the time a bitch won't lie about that"
787,7463,7675,3,1,2,0,1,A nigga will say the worst about a bitch and she'll still feel validated as long as he would fuck her.
788,7465,7677,3,1,0,2,2,A random am scroll lands me here...RT Charlie horses durin sex just simply means you didn't drink enough water that day
789,7466,7678,6,1,5,0,1,"A real gangster ass nigga know the play, the real gangster ass niggas gets the flyest of the bitches, ask that gangster ass nigga little J"
790,7467,7679,3,1,2,0,1,A real nigga ain't complete without a real bitch
791,7482,7695,3,1,2,0,1,ATTENTION! Leggings ain't for everybody. Especially you hippo looking hoes!
792,7487,7700,3,1,2,0,1,About all u can expect from a nicca that can barely talk! Lmao RT dude can't spell worth shit yo lol
793,7488,7701,3,1,2,0,1,About to be 23. Officially an old ass bitch
794,7516,7730,3,1,2,0,1,Ain't been on this hoe all day
795,7529,7743,3,1,2,0,1,Ain't none of these hoes loyal none of em if I cloud show y'all the stuff be coming thru my phone....but that ain't none of y'all business
796,7552,7766,3,1,2,0,1,Alex Smith saw his career leave with that fumble and reeled that bitch back in with everything he had.
797,7557,7771,3,1,2,0,1,Alibaba / Jack Ma: Gotta love a guy who beat Meg Whitman's albino ass back to the US. Freakin' commie genius.
798,7560,7774,3,1,2,0,1,"All I ask for is love n loyalty. . nothing else. No arguing over other bitches/niggas , no he say she say , no social media bs... Just love"
799,7584,7798,3,1,0,2,2,All da white folk off twitter yet? Da colored tweet at night while y'all sleep cuz you gotta woyke tomorrow.
800,7590,7804,3,1,2,0,1,All it take is for one bitch to open her mouth and niggas start fuckin up.
801,7600,7815,3,1,2,0,1,All my white school teachers back in elementary knew not to give me no pussy. I'm telling all of my niggas.
802,7609,7824,3,1,2,0,1,All the Uchiha are. RT Sasuke is probably the biggest faggot of all time
803,7614,7829,3,1,2,0,1,All the coons use the same effect on their pictures
804,7627,7843,3,1,2,0,1,All these Hoes fuckin ! But they don't wanna seem like a hoe you gotta hit them ona D LO !
805,7629,7845,3,1,2,0,1,All these bitches &amp; niggas be Trippin offa what type of relationship me &amp; duddy got like we not fuccing no more &amp; we not dating.
806,7637,7853,3,1,2,0,1,All these faggot fell asleep on me
807,7652,7868,3,1,2,0,1,All yall bitches dress alike wassup wit that ?
808,7673,7890,3,1,2,0,1,Almost got in a fight with a southwest faggot at the carnival lol
809,7689,7906,3,1,2,0,1,Always a good sesh wit my niggah blakk
810,7699,7916,3,1,2,0,1,Am sorry I can't stand stand some black females especially the full breaded Africans bitches being have std and shit I prefer white girls
811,7700,7917,4,1,3,0,1,Am zoneing they say I'm possessed it's a omen I keep 300 like the Romans with 300 bitches with the trojans I been a menace for the longest.
812,7726,7944,3,1,2,0,1,And dis nicca still rapping
813,7728,7946,6,1,5,0,1,And don't come to my mf house honking ur damn horn. Get tf out the car &amp; ring my bell bitch.
814,7737,7955,3,1,2,0,1,And i aint neva gave a fucc about a bitch boy !
815,7751,7969,3,1,2,0,1,And now lookin ass niggas and lookin ass bitches will be the terms of 2014. Will be overused &amp; abused in every fucking way
816,7761,7979,3,1,2,0,1,And when I say DOH DOH DOH DOH bitch that be Kdot
817,7765,7983,3,1,2,0,1,"And you adopted bitch? I don't give a fuck what kind of ""Mental illness"" they claimin imma kill ya"
818,7776,7995,3,1,2,0,1,Another long mornin smh...Thank God a nicca out here to see it tho real shit
819,7782,8001,3,1,2,0,1,"Any dope nigga or pretty chick is gon have people wantin their attention.. Y'all gotta grow up with that ""you got hoes"" shit.."
820,7799,8019,3,1,2,0,1,Apparently not wanting to trade your Nitro M4 in CSGO makes you a collossal faggot.
821,7809,8029,3,1,0,2,2,Aren't these little border jumpers supposed to be in school
822,7824,8044,3,1,2,0,1,As of today im cutting muthafuckas off bitches/niggas that never show love or just temporary people iont need um
823,7851,8071,3,1,2,0,1,Auburnnn hoe
824,7876,8097,6,1,4,1,1,Ayo!! unblock me so i ca tell you how garbage yo bitch ass playing....
825,7878,8099,3,1,2,0,1,"Ayy yo my nigga be all up on da,pussy not lettin dat muafucka breathe."
826,7881,8102,3,1,2,0,1,BC y'all hoes
827,7887,8108,6,1,5,0,1,BRUH!! RT Them ugly hoes say a nigga arrogant...
828,7891,8112,3,1,0,2,2,"Baby I'll whisper Vietnamese to you all soft like, ""ching... chong ting o long...."""
829,7960,8183,3,1,2,0,1,Be mean or rude to my little sister again and I'll kick your ass. It applies to all of you little snooty bitches. K thanks.
830,7961,8184,3,1,2,0,1,Be my backbone every nicca need a spine
831,7965,8188,3,1,2,0,1,Beat the pussy down like my nemesis
832,7967,8190,3,1,2,0,1,Beat ya bitch pussy up every time I see her like a bully .. Then send her outta town wit 4 cookies
833,7970,8193,3,1,2,0,1,"Because I'd rather wear my hair long and have piercings, I'm a faggot that will never go anywhere in life."
834,7971,8194,3,1,2,0,1,Because a nigguh but don't mean you're pussy is bomb
835,7978,8201,3,1,2,0,1,Been a trill nicca since a Lil nicca
836,7997,8222,3,1,0,2,2,Bengals kicker trash.
837,7998,8223,6,1,5,0,1,Benzino is a bitch point blank period
838,8007,8232,3,1,2,0,1,Better keep ya shit n line nicca ...
839,8021,8246,3,1,2,0,1,Big greenmile tweetin ass nicca
840,8033,8258,3,1,2,0,1,Bill Romanowski is still a cunt. Who saw that one coming.
841,8039,8264,3,1,2,0,1,Bitch ain't u his lawyer y u thank ery body STFU kill dat bitch to
842,8040,8265,3,1,2,0,1,Bitch and who the fuck r u am speak when the fuck I feel like it and stop a pussy ass Nigga and box the fuck up
843,8051,8276,3,1,2,0,1,Bitch killa gone be dacing in that bitch cdfu
844,8053,8278,3,1,2,0,1,Bitch shutcho got damn mouf hoe RT Mallett ain't gon help yo funky ass texans
845,8064,8289,3,1,2,0,1,Bitches be in they feelings to much like live bitch
846,8066,8291,3,1,2,0,1,"Bitches be like ""New Avi &gt;&gt;"" and I'm just like bitch, your new avi is UGLY, your old avi was UGLY, bitch YOU ugly."
847,8068,8293,3,1,2,0,1,Bitches be like im nt beefing over a niggah smh
848,8073,8298,3,1,2,0,1,"Bitches be tambout ""my party""..... no bitch, its everybody party...."
849,8074,8299,3,1,2,0,1,Bitches be trying to squash all beef wen they find out they pregnant! Some hoes dont give a fuck!
850,8084,8309,3,1,2,0,1,Bitches get on twitter an turn to saints like they not hoes that shit kill a nigga
851,8089,8314,6,1,5,0,1,Bitches rather be petty with his hoes instead of posting bail now that ah really fck em up.....psa
852,8099,8324,3,1,2,0,1,"Bite me bitch , chew on a 19 footer"
853,8116,8342,3,1,2,0,1,Blood this nigga Dion retarded
854,8119,8345,3,1,2,0,1,"Blunt to the head, fuck Feds, I eat pussy till my tongue red"
855,8121,8347,9,1,8,0,1,Bobby bitch
856,8145,8372,3,1,2,0,1,Bout to bust this bitch wide open. Such a waste of money!
857,8159,8386,3,1,2,0,1,Boy these downlow niccas should be ashamed
858,8183,8410,3,1,2,0,1,Bring another bitch for a real nigga.
859,8191,8418,3,1,2,0,1,Broke bitches make me sick
860,8196,8423,3,1,2,0,1,Broke pussy boy Deion's record.
861,8221,8448,3,1,2,0,1,Buddy drug the whole train lmao good ... extra ass hoes
862,8225,8452,3,1,2,0,1,Bullets stick to a nigguh damn liver
863,8230,8457,3,1,2,0,1,Bumoose ducking those insults like a scared white pussy
864,8233,8460,3,1,2,0,1,Bunch of hurt niggas &amp; bitches on my IG timeline tonight.. Muhfuckas lame as hell b
865,8236,8463,3,1,0,2,2,Burritos are trash
866,8266,8496,3,1,2,0,1,But yall niggas wanna call these women hoes when they leave you for a nigga that appreciates her. Fuck you lil niggas.
867,8267,8497,3,1,2,0,1,But you bird ass niggas out here getting your feathers ruffled just shook. And ain't no such thing as a half way crook.
868,8273,8503,3,1,2,0,1,Bye bitch.
869,8279,8509,4,1,3,0,1,CNT nobody be mad at who he choose to be with I can't be mad at no bitch its the nigga so hay
870,8286,8516,3,1,2,0,1,Call a negro
871,8289,8519,3,1,2,0,1,Call me a fag but I love when people turn their heads or look out of their cars when I drive by cause they head me slumpin. Bitches love it
872,8292,8522,3,1,2,0,1,"Call when you grow up. If you live that long. Sorry for parents with such poor skills they got you .@Fuck_slums: old bitch"""
873,8306,8536,3,1,2,0,1,Can I bring another bitch or nah?
874,8324,8554,3,1,2,0,1,Can this bitch sit the fuck down and shut the fuck up
875,8333,8563,6,1,5,0,1,Can you really take dick or nah? Can I bring another bitch or nah?
876,8341,8571,3,1,2,0,1,Can't fuck with a coon ass girl bruh
877,8343,8573,3,1,2,0,1,Can't get no money from me you silly hoe
878,8353,8583,6,1,5,0,1,Can't stand a nigga that curve his boys for some hoes
879,8366,8596,3,1,2,0,1,Can't trust these bitches. And these niggas either.
880,8379,8611,3,1,2,0,1,Cant wait! RT All niggas wanna do at 45 is pop Viagra and pop young bitches
881,8380,8612,3,1,2,0,1,Cants da coloreds and da white folk gets along? We all be da same cept da colored men gots da bigga dicks
882,8397,8630,3,1,2,0,1,Cay got her whole lit new clicc from her school &amp; be on that bitch shit too me like ? Okay but anyways WE still DEM GIRLZ
883,8400,8633,3,1,2,0,1,Celebratin while you hatin bitch.
884,8405,8639,3,1,2,0,1,Chad Jordan in this bitch.
885,8450,8684,3,1,2,0,1,Check your slutty fat girl friends instagram pics.See if she don't have five niggaz in every pic thirsting for fat girl pussy.
