,id,sample,unac,cons,submitdate,lastpage,lan,seed,startdate,datestamp,gender,age,english,pre_happy,difficulties,post_happy,own_definition,synthetic_voices,daily_encounter,negative_experience,familiar_definition,agree_definition,verification,user_comment,voice_gender,google_pitch,sample_id
187,12,28_sample_60c5d6bf5659ea5e55def51c_p+10_m.wav,71.0,46.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Male,10.0,60c5d6bf5659ea5e55def51c
188,12,29_sample_60c5d6bf5659ea5e55defbed_p-10_f.wav,91.0,87.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Female,-10.0,60c5d6bf5659ea5e55defbed
189,12,30_sample_60c5d6bf5659ea5e55defbed_p-10_m.wav,,,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Male,-10.0,60c5d6bf5659ea5e55defbed
190,12,31_sample_60c5d6bf5659ea5e55defbed_p+10_f.wav,,,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Female,10.0,60c5d6bf5659ea5e55defbed
191,12,32_sample_60c5d6bf5659ea5e55defbed_p+10_m.wav,86.0,88.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Male,10.0,60c5d6bf5659ea5e55defbed
192,12,33_sample_60c5d6bf5659ea5e55defd2b_p-10_f.wav,71.0,74.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Female,-10.0,60c5d6bf5659ea5e55defd2b
193,12,34_sample_60c5d6bf5659ea5e55defd2b_p-10_m.wav,70.0,61.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Male,-10.0,60c5d6bf5659ea5e55defd2b
194,12,35_sample_60c5d6bf5659ea5e55defd2b_p+10_f.wav,76.0,69.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Female,10.0,60c5d6bf5659ea5e55defd2b
195,12,36_sample_60c5d6bf5659ea5e55defd2b_p+10_m.wav,43.0,31.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Male,10.0,60c5d6bf5659ea5e55defd2b
196,12,37_sample_7699_p-10_f.wav,84.0,75.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Female,-10.0,7699
197,12,38_sample_7699_p-10_m.wav,92.0,90.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Male,-10.0,7699
198,12,39_sample_7699_p+10_f.wav,86.0,77.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Female,10.0,7699
199,12,40_sample_7699_p+10_m.wav,85.0,81.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Male,10.0,7699
200,12,41_sample_7809_p-10_f.wav,40.0,33.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Female,-10.0,7809
201,12,42_sample_7809_p-10_m.wav,42.0,29.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Male,-10.0,7809
202,12,43_sample_7809_p+10_f.wav,31.0,26.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Female,10.0,7809
203,12,44_sample_7809_p+10_m.wav,,,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Male,10.0,7809
204,12,45_sample_9064_p-10_f.wav,,,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Female,-10.0,9064
205,12,46_sample_9064_p-10_m.wav,,,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Male,-10.0,9064
206,12,47_sample_9064_p+10_f.wav,,,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Female,10.0,9064
207,12,48_sample_9064_p+10_m.wav,,,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Male,10.0,9064
208,12,49_sample_9093_p-10_f.wav,,,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Female,-10.0,9093
209,12,50_sample_9093_p-10_m.wav,33.0,18.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Male,-10.0,9093
210,12,51_sample_9093_p+10_f.wav,,,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Female,10.0,9093
211,12,52_sample_9093_p+10_m.wav,33.0,14.0,2023-11-10 20:15:09,59,en,477599039,2023-11-10 20:05:23,2023-11-10 20:05:23,Male,26,Fluent,75,Yes,65,Spreading hate against anyone else,0,27,Yes,No,Yes,Yes,Good luck!,Male,10.0,9093
212,13,01_sample_22967_p-10_f.wav,70.0,70.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Female,-10.0,22967
213,13,02_sample_22967_p-10_m.wav,76.0,76.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Male,-10.0,22967
214,13,03_sample_22967_p+10_f.wav,,,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Female,10.0,22967
215,13,04_sample_22967_p+10_m.wav,74.0,75.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Male,10.0,22967
216,13,05_sample_2994_p-10_f.wav,66.0,64.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Female,-10.0,2994
217,13,06_sample_2994_p-10_m.wav,,,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Male,-10.0,2994
218,13,07_sample_2994_p+10_f.wav,,,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Female,10.0,2994
219,13,08_sample_2994_p+10_m.wav,83.0,79.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Male,10.0,2994
220,13,09_sample_3913_p-10_f.wav,,,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Female,-10.0,3913
221,13,10_sample_3913_p-10_m.wav,,,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Male,-10.0,3913
222,13,11_sample_3913_p+10_f.wav,55.0,55.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Female,10.0,3913
223,13,12_sample_3913_p+10_m.wav,,,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Male,10.0,3913
224,13,13_sample_4382_p-10_f.wav,40.0,40.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Female,-10.0,4382
225,13,14_sample_4382_p-10_m.wav,20.0,20.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Male,-10.0,4382
226,13,15_sample_4382_p+10_f.wav,,,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Female,10.0,4382
227,13,16_sample_4382_p+10_m.wav,,,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Male,10.0,4382
228,13,17_sample_5213_p-10_f.wav,60.0,60.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Female,-10.0,5213
229,13,18_sample_5213_p-10_m.wav,55.0,55.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Male,-10.0,5213
230,13,19_sample_5213_p+10_f.wav,60.0,60.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Female,10.0,5213
231,13,20_sample_5213_p+10_m.wav,60.0,60.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Male,10.0,5213
232,13,21_sample_6037_p-10_f.wav,40.0,40.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Female,-10.0,6037
233,13,22_sample_6037_p-10_m.wav,26.0,24.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Male,-10.0,6037
234,13,23_sample_6037_p+10_f.wav,,,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Female,10.0,6037
235,13,24_sample_6037_p+10_m.wav,30.0,30.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Male,10.0,6037
236,13,25_sample_60c5d6bf5659ea5e55def51c_p-10_f.wav,,,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Female,-10.0,60c5d6bf5659ea5e55def51c
237,13,26_sample_60c5d6bf5659ea5e55def51c_p-10_m.wav,,,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Male,-10.0,60c5d6bf5659ea5e55def51c
238,13,trickQuestion,0.0,99.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,,,
239,13,27_sample_60c5d6bf5659ea5e55def51c_p+10_f.wav,10.0,10.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Female,10.0,60c5d6bf5659ea5e55def51c
240,13,28_sample_60c5d6bf5659ea5e55def51c_p+10_m.wav,9.0,9.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Male,10.0,60c5d6bf5659ea5e55def51c
241,13,29_sample_60c5d6bf5659ea5e55defbed_p-10_f.wav,75.0,70.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Female,-10.0,60c5d6bf5659ea5e55defbed
242,13,30_sample_60c5d6bf5659ea5e55defbed_p-10_m.wav,76.0,77.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Male,-10.0,60c5d6bf5659ea5e55defbed
243,13,31_sample_60c5d6bf5659ea5e55defbed_p+10_f.wav,71.0,72.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Female,10.0,60c5d6bf5659ea5e55defbed
244,13,32_sample_60c5d6bf5659ea5e55defbed_p+10_m.wav,,,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Male,10.0,60c5d6bf5659ea5e55defbed
245,13,33_sample_60c5d6bf5659ea5e55defd2b_p-10_f.wav,25.0,2.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Female,-10.0,60c5d6bf5659ea5e55defd2b
246,13,34_sample_60c5d6bf5659ea5e55defd2b_p-10_m.wav,15.0,15.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Male,-10.0,60c5d6bf5659ea5e55defd2b
247,13,35_sample_60c5d6bf5659ea5e55defd2b_p+10_f.wav,10.0,4.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Female,10.0,60c5d6bf5659ea5e55defd2b
248,13,36_sample_60c5d6bf5659ea5e55defd2b_p+10_m.wav,,,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Male,10.0,60c5d6bf5659ea5e55defd2b
249,13,37_sample_7699_p-10_f.wav,99.0,76.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Female,-10.0,7699
250,13,38_sample_7699_p-10_m.wav,99.0,75.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Male,-10.0,7699
251,13,39_sample_7699_p+10_f.wav,99.0,75.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Female,10.0,7699
252,13,40_sample_7699_p+10_m.wav,,,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Male,10.0,7699
253,13,41_sample_7809_p-10_f.wav,,,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Female,-10.0,7809
254,13,42_sample_7809_p-10_m.wav,,,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Male,-10.0,7809
255,13,43_sample_7809_p+10_f.wav,,,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Female,10.0,7809
256,13,44_sample_7809_p+10_m.wav,61.0,60.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Male,10.0,7809
257,13,45_sample_9064_p-10_f.wav,,,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Female,-10.0,9064
258,13,46_sample_9064_p-10_m.wav,,,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Male,-10.0,9064
259,13,47_sample_9064_p+10_f.wav,,,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Female,10.0,9064
260,13,48_sample_9064_p+10_m.wav,32.0,32.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Male,10.0,9064
261,13,49_sample_9093_p-10_f.wav,8.0,4.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Female,-10.0,9093
262,13,50_sample_9093_p-10_m.wav,,,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Male,-10.0,9093
263,13,51_sample_9093_p+10_f.wav,,,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Female,10.0,9093
264,13,52_sample_9093_p+10_m.wav,8.0,4.0,2023-11-11 16:24:05,59,en,2059217047,2023-11-11 16:04:38,2023-11-11 16:04:38,Female,27,Fluent,76,No,70,Publicly expressing feelings of hatred towards a specific person or group of people,0,8,Yes,No,Yes,Yes,,Male,10.0,9093
265,14,01_sample_22967_p-10_f.wav,,,2023-11-11 22:53:37,59,en,356467352,2023-11-11 16:35:14,2023-11-11 16:35:14,Male,30,Upper-Intermediate,75,Yes,75,,0,30,No,Yes,Yes,Yes,For some of the Audio Samples it would have been great if you could slow the speed down.,Female,-10.0,22967
266,14,02_sample_22967_p-10_m.wav,,,2023-11-11 22:53:37,59,en,356467352,2023-11-11 16:35:14,2023-11-11 16:35:14,Male,30,Upper-Intermediate,75,Yes,75,,0,30,No,Yes,Yes,Yes,For some of the Audio Samples it would have been great if you could slow the speed down.,Male,-10.0,22967
267,14,03_sample_22967_p+10_f.wav,60.0,7.0,2023-11-11 22:53:37,59,en,356467352,2023-11-11 16:35:14,2023-11-11 16:35:14,Male,30,Upper-Intermediate,75,Yes,75,,0,30,No,Yes,Yes,Yes,For some of the Audio Samples it would have been great if you could slow the speed down.,Female,10.0,22967
268,14,04_sample_22967_p+10_m.wav,,,2023-11-11 22:53:37,59,en,356467352,2023-11-11 16:35:14,2023-11-11 16:35:14,Male,30,Upper-Intermediate,75,Yes,75,,0,30,No,Yes,Yes,Yes,For some of the Audio Samples it would have been great if you could slow the speed down.,Male,10.0,22967
269,14,05_sample_2994_p-10_f.wav,99.0,90.0,2023-11-11 22:53:37,59,en,356467352,2023-11-11 16:35:14,2023-11-11 16:35:14,Male,30,Upper-Intermediate,75,Yes,75,,0,30,No,Yes,Yes,Yes,For some of the Audio Samples it would have been great if you could slow the speed down.,Female,-10.0,2994
270,14,06_sample_2994_p-10_m.wav,,,2023-11-11 22:53:37,59,en,356467352,2023-11-11 16:35:14,2023-11-11 16:35:14,Male,30,Upper-Intermediate,75,Yes,75,,0,30,No,Yes,Yes,Yes,For some of the Audio Samples it would have been great if you could slow the speed down.,Male,-10.0,2994
271,14,07_sample_2994_p+10_f.wav,,,2023-11-11 22:53:37,59,en,356467352,2023-11-11 16:35:14,2023-11-11 16:35:14,Male,30,Upper-Intermediate,75,Yes,75,,0,30,No,Yes,Yes,Yes,For some of the Audio Samples it would have been great if you could slow the speed down.,Female,10.0,2994
272,14,08_sample_2994_p+10_m.wav,,,2023-11-11 22:53:37,59,en,356467352,2023-11-11 16:35:14,2023-11-11 16:35:14,Male,30,Upper-Intermediate,75,Yes,75,,0,30,No,Yes,Yes,Yes,For some of the Audio Samples it would have been great if you could slow the speed down.,Male,10.0,2994
273,14,09_sample_3913_p-10_f.wav,,,2023-11-11 22:53:37,59,en,356467352,2023-11-11 16:35:14,2023-11-11 16:35:14,Male,30,Upper-Intermediate,75,Yes,75,,0,30,No,Yes,Yes,Yes,For some of the Audio Samples it would have been great if you could slow the speed down.,Female,-10.0,3913
274,14,10_sample_3913_p-10_m.wav,,,2023-11-11 22:53:37,59,en,356467352,2023-11-11 16:35:14,2023-11-11 16:35:14,Male,30,Upper-Intermediate,75,Yes,75,,0,30,No,Yes,Yes,Yes,For some of the Audio Samples it would have been great if you could slow the speed down.,Male,-10.0,3913
275,14,11_sample_3913_p+10_f.wav,,,2023-11-11 22:53:37,59,en,356467352,2023-11-11 16:35:14,2023-11-11 16:35:14,Male,30,Upper-Intermediate,75,Yes,75,,0,30,No,Yes,Yes,Yes,For some of the Audio Samples it would have been great if you could slow the speed down.,Female,10.0,3913
276,14,12_sample_3913_p+10_m.wav,80.0,80.0,2023-11-11 22:53:37,59,en,356467352,2023-11-11 16:35:14,2023-11-11 16:35:14,Male,30,Upper-Intermediate,75,Yes,75,,0,30,No,Yes,Yes,Yes,For some of the Audio Samples it would have been great if you could slow the speed down.,Male,10.0,3913
277,14,13_sample_4382_p-10_f.wav,99.0,80.0,2023-11-11 22:53:37,59,en,356467352,2023-11-11 16:35:14,2023-11-11 16:35:14,Male,30,Upper-Intermediate,75,Yes,75,,0,30,No,Yes,Yes,Yes,For some of the Audio Samples it would have been great if you could slow the speed down.,Female,-10.0,4382
278,14,14_sample_4382_p-10_m.wav,,,2023-11-11 22:53:37,59,en,356467352,2023-11-11 16:35:14,2023-11-11 16:35:14,Male,30,Upper-Intermediate,75,Yes,75,,0,30,No,Yes,Yes,Yes,For some of the Audio Samples it would have been great if you could slow the speed down.,Male,-10.0,4382
